store_url,store_name,store_num,state,stradd,city,lat,long,class,Tobaco,Adult Beverage,Propane,Fresh Produce
https://www.familydollar.com/locations/ga/abbeville/30717/,FAMILY DOLLAR #10717,10717,GA,121 Main Street E,Abbeville,31.9919777,-83.30597313,hideitY,1,1,1,0
https://www.familydollar.com/locations/ga/acworth/30480/,FAMILY DOLLAR #10480,10480,GA,3454 Baker Road,Acworth,34.0762,-84.6506,hideitY,1,0,1,0
https://www.familydollar.com/locations/ga/acworth/25651/,FAMILY DOLLAR #5651,5651,GA,5540 Bells Ferry Rd,Acworth,34.086501,-84.573935,hideitY,1,0,0,0
https://www.familydollar.com/locations/ga/adairsville/24155/,FAMILY DOLLAR #4155,4155,GA,7421 Adairsville Hwy,Adairsville,34.378481,-84.93183,hideitY,1,0,0,0
https://www.familydollar.com/locations/ga/adel/20331/,FAMILY DOLLAR #331,331,GA,507 W 4th St,Adel,31.134967,-83.429704,hideitY,1,1,1,0
https://www.familydollar.com/locations/ga/albany/30958/,FAMILY DOLLAR #10958,10958,GA,2408 Dawson Road,Albany,31.607714,-84.209513,hideitY,1,1,1,0
https://www.familydollar.com/locations/ga/albany/31047/,FAMILY DOLLAR #11047,11047,GA,1000 N Slappey Blvd.,Albany,31.59045378,-84.17576764,hideitY,1,0,1,0
https://www.familydollar.com/locations/ga/albany/31395/,FAMILY DOLLAR #11395,11395,GA,3907 Gillionville Road,Albany,31.58640993,-84.25182338,hideitY,1,0,1,0
https://www.familydollar.com/locations/ga/albany/31463/,FAMILY DOLLAR #11463,11463,GA,1505 N. Maple Street,Albany,31.59683897,-84.11649918,hideitY,1,0,1,0
https://www.familydollar.com/locations/ga/albany/20339/,FAMILY DOLLAR #339,339,GA,211 S Slappy Blvd,Albany,31.574047,-84.176739,hideitY,1,0,1,0
https://www.familydollar.com/locations/ga/albany/20427/,FAMILY DOLLAR #427,427,GA,301 E. Oglethorpe Blvd,Albany,31.57592411,-84.14194818,hideitY,1,0,1,0
https://www.familydollar.com/locations/ga/albany/24873/,FAMILY DOLLAR #4873,4873,GA,110 Cordele Rd,Albany,31.576856,-84.090097,hideitY,1,0,0,0
https://www.familydollar.com/locations/ga/albany/26111/,FAMILY DOLLAR #6111,6111,GA,1031 W Gordon Ave,Albany,31.567242,-84.174229,hideitY,1,0,0,0
https://www.familydollar.com/locations/ga/albany/26485/,FAMILY DOLLAR #6485,6485,GA,1502 Radium Springs Rd,Albany,31.551306,-84.136419,hideitY,1,0,1,0
https://www.familydollar.com/locations/ga/alma/20700/,FAMILY DOLLAR #700,700,GA,902 S Pierce St,Alma,31.535329,-82.462947,hideitY,1,0,1,0
